source,doi,figure,panel,subject,signal_type,time_min,value,unit,protocol_phase,exercise_load_W,valid_for_model,interpolated_short_gap,x_uncertainty,x_uncertainty_unit,y_uncertainty,y_uncertainty_unit,evidence_level,source_url,notes,trace_id,included_in_model_window,model_time_min
Choi 2020,10.1038/s41598-020-64406-5,Figure 1B,B,Representative subject (identity not reported),sweat_chloride,7.5,29.079,mM,55 W warm-up / sensor stabilization,55,NO_STABILIZATION,NO,0.344,min,0.5,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_B,False,
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,21.5,21.552,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,6.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,22.0,24.015,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,6.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,22.5,25.616,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,7.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,23.0,26.108,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,7.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,23.5,25.985,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,8.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,24.0,27.463,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,8.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,24.5,28.079,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,9.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,25.0,29.68,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,9.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,25.5,29.68,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,10.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,26.0,32.02,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,10.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,26.5,32.882,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,11.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,27.0,34.36,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,11.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,27.5,34.36,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,12.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,28.0,34.975,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,12.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,28.5,35.468,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,13.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,29.0,35.714,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,13.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,29.5,35.837,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,14.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,30.0,35.961,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,14.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,30.5,35.837,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,15.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,31.0,34.975,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,15.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,31.5,34.606,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,16.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,32.0,31.65,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,16.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,32.5,27.956,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,17.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,33.0,26.97,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,17.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,33.5,29.741,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,18.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,34.0,33.99,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,18.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,34.5,34.483,mM,200 W plateau,200,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,19.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,35.0,34.852,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,19.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,35.5,35.468,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,20.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,36.0,36.084,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,20.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,36.5,36.268,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,21.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,37.0,36.33,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,21.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,37.5,36.084,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,22.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,38.0,35.406,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,22.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,38.5,34.544,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,23.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,39.0,33.621,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,23.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,39.5,32.512,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,24.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,40.0,31.466,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,24.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,40.5,31.158,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,25.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,41.0,31.281,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,25.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,41.5,31.527,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,26.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,42.0,31.466,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,26.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,42.5,31.404,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,27.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,43.0,30.419,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,27.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,43.5,28.756,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,28.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,44.0,27.34,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,28.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,44.5,25.246,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,29.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,45.0,24.261,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,29.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,45.5,23.399,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,30.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,46.0,23.276,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,30.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,46.5,23.153,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,31.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,47.0,22.537,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,31.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,47.5,21.675,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,32.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,48.0,20.69,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,32.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,48.5,20.197,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,33.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,49.0,20.074,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,33.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,49.5,19.828,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,34.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,50.0,19.335,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,34.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,50.5,19.089,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,35.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,51.0,19.212,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,35.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,51.5,19.335,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,36.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,52.0,18.781,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,36.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,52.5,17.857,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,37.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,53.0,16.626,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,37.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,53.5,15.579,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,38.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,54.0,14.901,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,38.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,54.5,14.532,mM,100 W plateau,100,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,39.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,55.0,14.286,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,39.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,55.5,14.039,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,40.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,56.0,13.793,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,40.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,56.5,13.978,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,41.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,57.0,14.286,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,41.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,57.5,14.778,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,42.0
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,58.0,14.655,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,42.5
Choi 2020,10.1038/s41598-020-64406-5,Figure 1C,C,Representative subject (identity not reported),sweat_chloride,58.5,14.409,mM,55 W recovery,55,YES,NO,0.344,min,0.8,mM,PUBLIC_FIGURE_DIGITIZED,https://doi.org/10.1038/s41598-020-64406-5,Published trace was already processed with the reported 1-min median filter; no additional smoothing applied.,Choi_2020_C,True,43.0
